时间,点赞,评论
2022.04.28,0,羡慕啊
2022.04.28,0,羡慕
2022.04.27,0,回不去了，最后一学期了，我竟然不能返校
2022.04.27,0,笑死，根本不能下楼。。。。
2022.04.27,0,为什么你们的学校这么好玩[酸了]大家都好有凝聚力的样子
2022.04.27,0,还好我上大学的时候没有封校，不是感觉也会变得这样优秀[doge]
2022.04.27,0,20年封的时候我还在学校，现在毕业了学校还在封[笑哭]
2022.04.27,0,我朋友的学校出现了那一伙假面骑士，真的好羡慕啊呜呜呜
2022.04.27,0,毕业好久了，还是怀念大学时光[大哭]
2022.04.27,0,关灯那个有没有可能正好断电了？
2022.04.26,0,毕业早了[吃瓜]
2022.04.26,0,[2233娘_大哭]电脑坏了，上海寄不出凯迪
2022.04.26,0,开始期待大学生活了[脱单doge]
2022.04.26,0,你为何如此搞笑[doge]
2022.04.26,0,年轻真好
2022.04.26,0,学生真好
2022.04.26,0,疫情仅几年，青春20年[doge][doge][doge]
2022.04.26,0,【这就是在老公的视角下-哔哩哔哩】 https://b23.tv/nqV0ppC
2022.04.26,0,不懂就问BGM是什么
2022.04.25,0,00后这么快就进入广场舞时代了
2022.04.25,0,我学校这一个舞台表演，一个动漫社漫展，一个王者荣耀校园赛，还有一个校园十佳歌手正在筹办[笑哭]确实挺欢乐的，上次还看见女生宿舍有舞蹈社在练舞，几十号人一起跳，操场太远没怎么去，应该更热闹。但我是一个搞软件死宅罢了（悲）
2022.04.25,0,皇帝侠呢
2022.04.24,0,别人的生活 别的学校 别的假期 别人的父母 太难了
2022.04.24,0,@黄泰太
2022.04.24,0,共同点：都喜欢在宿舍里光上半身！[滑稽][滑稽][滑稽]
2022.04.24,0,我们学校操场都不开放的，可恶的疫情啊
2022.04.24,0,都不戴口罩是吧
2022.04.24,0,大一骑单车到高速被交警劝返了[笑哭]大学期间欢乐其实也没那么多只是少数罢了，不过能遇到确实很幸运
2022.04.23,0,哎，羡慕啊，我大学加研究生就没好好享受过大学生活，，和高三差不多的累和苦，，
2022.04.23,0,高中生看大学生疯[辣眼睛][辣眼睛]
2022.04.23,0,羡慕啊~像我们学校，集体活动的人都得通报[辣眼睛]
2022.04.23,0,BGM真的能留住人。一听到就
2022.04.23,0,学校有这种氛围，可是我在家，羡慕了[笑哭][笑哭]
2022.04.23,0,bgm是什么，有大佬发一下吗？
2022.04.22,0,封面好像是河科大帝皇侠[doge]
2022.04.22,0,如果是我估计很大可能在宿舍，不过也可能被拉出去
2022.04.22,0,漂移车对于小学生来说有点幼稚但是对于摆烂的大学生来说，刚刚好[滑稽]
2022.04.22,0,看到警校的素材就离谱
2022.04.22,0,?
2022.04.22,0,兄弟们快乐是快乐了，有一个确诊是不是都寄了
2022.04.22,0,[萌宠狗狗_看戏]
2022.04.22,0,突然感觉大学在宿舍没日没夜打游戏的自己就是个蠢逼[囧]
2022.04.22,0,还好我还有青春，还好我还有机会，虽然疫情困顿，但还是希望前景明亮吧，过活一段不留遗憾的岁月，你我共勉
2022.04.21,0,让下好吗，我想拍一下帝皇侠[妙啊]
2022.04.21,0,[嗑瓜子]
2022.04.21,0,[鼓掌]
2022.04.21,0,咕咕咕咕
2022.04.21,0,大一封校到实习[藏狐]
2022.04.21,0,"熬完两年就回去了,诶......

————该评论来自OW20W1端腕上哔哩，@luern0313  av37132444"
2022.04.21,0,换个BGM会好很多
2022.04.21,0,好阳光，好快乐，好有活力，好羡慕。。
2022.04.21,0,大学确实好有意思，可惜毕业两年了[捂脸]
2022.04.20,0,我们学校没这氛围，唯一一次还是啥ignb啥的，咱也不是很懂
2022.04.20,0,跟封面帝皇是一个学校的
2022.04.20,0,啊。。。我的大学注定不可能这么欢脱[笑哭]
2022.04.20,0,@轻_宇 帝皇！！！
2022.04.20,0,到点舍管熄灯了[吃瓜]
2022.04.20,0,爆笑虫子很好看
2022.04.19,0,庆幸我身边的人也是这样沙雕且欢乐的
2022.04.19,0,[酸了]
2022.04.19,0,广场舞雏形啊
2022.04.19,0,奇怪，是不是说视频都是相互抄袭的
2022.04.19,0,这里面3分之二看别人发过[脱单doge]
2022.04.17,0,@遊游油 @营养快线是酸的 我学校也这么热闹就好了，一周一次，我可以
2022.04.17,0,苦中作乐的态度可太令人感动了
2022.04.17,0,不能单手压40火的肌肉不好看，缺少硝烟味[doge]
2022.04.17,0,占个座[doge][doge]
2022.04.17,0,有1吗？[脱单doge]
2022.04.17,0,哈哈哈哈哈
2022.04.16,0,中国海摇大学学生在此[doge]
2022.04.16,0,校园生活真好
2022.04.16,0,我感觉会火
2022.04.16,0,我好快啊[妙啊]
2022.04.16,0,路过的五
2022.04.16,1,第二个评论[脱单doge]
