时间,点赞,评论
2022.05.31,0,现在大学生封校的迷惑行为~
2022.05.30,0,啊?不是应该躺在床上睡觉打游戏吗
2022.05.30,0,https://b23.tv/BV125411D7Wf
2022.05.30,0,当你的宿舍里有一个潮汕人.mp4[doge]没错就是我
2022.05.30,0,我们大学直接封寝锁死。。。哭了都。。。啥时候我们也能在学校里这么玩[酸了]最后两年了
2022.05.29,0,大学生，学校啥活动都没有，在宿舍躺着[嘉然2.0_打盹]
2022.05.29,0,这大概就是我们这一代的青春吧，疫情之下“幼稚”得刚刚好
2022.05.28,0,😋走读还是舒服，那都可以去
2022.05.28,0,初三前来[热词系列_打卡]
2022.05.28,0,还是太保守了，男寝应该都是裸男。[吃瓜]
2022.05.27,0,大学生很快乐啊，坚持静默
2022.05.27,0,初三狗在家封，看大学生在校疯[妙啊]明天要开学了，慌
2022.05.26,0,我们被封在宿舍了，每天玩刮大风[笑哭]
2022.05.25,0,@思格莱特丶
2022.05.21,0,能不忆少年?[大哭]
2022.05.20,0,@侵蚀阿 老鹰捉小鸡
2022.05.19,0,真.凹凸曼
2022.05.19,0,别人的大学
2022.05.16,0,年轻真好。
2022.05.11,0,别人
2022.05.10,0,@奔走的冥王星
2022.05.09,0,个屁的救室主，九成九的王者荣耀抱腿狗
2022.05.08,0,怀念啊
2022.05.08,0,祝高三学长都能考上理想大学！✿ヽ(°▽°)ノ✿
2022.05.08,0,然而快暑假了还没返校[笑哭]
2022.05.08,0,封面是文华
2022.05.06,0,转角不一定遇到爱情，但是会碰到疫情。我吹过你吹过的风，这算不算相拥，算，属于密接。我走过你走过的路，这算不算相逢，算，属于次密接。
2022.05.05,0,@干饭余R
2022.05.05,0,@好吃橘子头
2022.05.04,0,封面在哪？[doge]
2022.05.04,0,我感觉我上了个假大学
2022.05.04,0,哟友善的评论
2022.05.04,0,啊真的好羡慕
2022.05.04,0,@夜枕浮云星辰 好奇怪  再看一遍
2022.05.03,0,@法海女鹅
2022.05.03,0,@猪壮壮永远最美丽
2022.05.03,0,封面大学好考吗，我已经准备筹一套獠牙王牌然后拎包入了[doge]
2022.05.03,0,就好像没有疫情大学生就不癫狂一样[doge]。
2022.05.02,0,哈哈哈 笑死了  太好玩了
2022.05.02,0,封面我学校哈哈哈
2022.05.01,0,DAO CHU BAN
2022.05.01,0,[doge]
2022.05.01,0,你朋友以为你喜欢的（美女.jpg），其实你喜欢的（假面骑士、奥特曼.jpg）
2022.05.01,0,@物业税不能逃
2022.05.01,0,我都快封傻了QwQ
2022.05.01,0,"请珍惜人生中每一个
愿意陪你搞怪犯傻的人"
2022.05.01,0,什么歌
2022.05.01,0,真快乐啊 可惜我都大四了
2022.04.30,0,真不错
2022.04.30,0,我们学校也封校了，我还算幸运的，请假回家了，结果一看给我弄得想回去了，但是回又回不去[酸了]
2022.04.30,0,？？？
2022.04.30,0,@我的爱随她入梦 快来看假面！！！
2022.04.30,0,封面我爱了啊啊啊啊啊啊好酷！！！
2022.04.30,0,我猜那个脸上冒绿光的哥们看的是行程码吧？[doge]
2022.04.30,0,新世界大陆
2022.04.30,0,没上过大学、最高也就中专毕业了、看了很多这些类型的视频有点想体验一下大学生活[蛆音娘_偷看]
2022.04.29,0,假面骑士过分了哦
2022.04.29,0,希望他们过几年如果再看到这些视频，不会连夜逃出地球🌍
2022.04.29,0,"大白: 大型密接现场...[妙啊]
会不会第二天就来运人了[doge]"
2022.04.29,0,年轻的力量，年轻真好！
2022.04.29,0,就真的那么多学校被封吗？我在一线城市的某大学，校门都随意进出
2022.04.29,0,大形摩托车失窃案
2022.04.29,0,让我回忆起了我的大学时代，也年轻过
2022.04.29,0,社会学+3
2022.04.29,0,有没有谁和我一样是被假面骑士骗进来的[脱单doge]
2022.04.29,0,这何尝不是一种别样的青春呢？[打call]
2022.04.29,0,@人们不会原谅我 [doge]
2022.04.29,0,要毕业咯
2022.04.28,0,那个假面骑士是我学校的！！！什么时候能再来一次上次没碰到呜呜呜[大哭]
2022.04.28,0,是我就去开演唱会
2022.04.28,0,我都放了快俩暑假了，还不开学[囧]
2022.04.28,0,我头一次去大学报道的时候，在火车上听见一个男生很伤感地跟他妈妈说：“我上完学了，以后都没有学校去了。”我当时还好奇自己毕业的时候会不会也这么不舍；结果我2020年毕业，因为疫情，毫无实感地毕了业。现在已经工作两年了，刚加完班，看到视频的时候没忍住抹眼泪，是怀念自己的，也是感慨他们的，总有人在青春里恣意张扬地活着，能看到这个也是十分动人的[拥抱]
2022.04.28,0,真的好快乐啊   我初中早早辍学就工作去了从来没有体验过这段岁月的快乐[酸了]
2022.04.28,0,众所周知，大学生除了学习不干，啥都干[doge][doge]
2022.04.28,0,@火锅烫烂青菜 哈哈哈哈哈哈哈哈哈哈哈哈
2022.04.28,0,BGM我知道是什么。我想知道音源。合唱真好听。，
2022.04.28,0,[大笑]
2022.04.28,0,脸冒绿光的男生。是不是买基金了[doge]
2022.04.27,0,开头那几个男生跳的什么舞，好熟悉我又想不起来了，很逗的样子，谁能说一下
2022.04.27,0,我的未来室友我做主[doge]
2022.04.27,0,苦中作乐罢了
2022.04.27,0,大叔只能说，年轻真好···
2022.04.27,0,卡面来打呢？屑，我让24岁田所浩二撅你[辣眼睛]
2022.04.27,0,都已经关疯了吗？
2022.04.27,0,假面骑士！！！我爱了
2022.04.27,0,好一群朝气蓬勃的青年人，祖国的未来就靠你们了，加油[支持][支持][支持]
2022.04.27,0,疫情已经快四年了  青春才几年[呆]
2022.04.27,0,https://b23.tv/BV1rB4y1m7WN
2022.04.27,0,哈哈哈哈哈哈哈哈原来封面是假面骑士啊，以为是铠甲勇士拿瓦的皮套呢[笑哭]
2022.04.26,0,"假如有两个女生，
一个十七岁，青春可爱，长发飘飘，喜欢你摸她的头发，喜欢叫你欧尼酱，睡觉的时候一定要躺在你怀里哄她睡，会做可口的饭菜给你吃，尽管偶尔会失手糊掉。
另一个二十五岁，柳腰翘臀，非常疼你，工作累了给你泡杯茶，按按摩，每天晚上都做好饭菜在门口等你回家，晚上给你在浴室放好热水。也不对你有过高要求，平平安安回家就好，最开心的时候就是你夸她贤惠持家。
那么这两个女生……

  
                                                                             
   原来都是嫂子啊，是吧哥[脱单doge]"
2022.04.26,0,看到我们学校了哈哈哈哈
2022.04.26,0,作为一个过来的大学生，我想对各位初中高中学子们说一下。大学一定程度上雀食可以这么快乐，但是是要建立在，你进了一个好的大学的基础上。不要荒废学业，不要好高骛远，脚踏实地打好基础，努力考上心仪的大学，你会开启你的第二段人生，收获一段美好的大学回忆。
2022.04.25,0,[星星眼]
2022.04.25,0,封的都疯了
2022.04.25,0,第1314[妙啊]
2022.04.25,0,我们学校因为有人在操场跳广场舞直接把操场封了，wtm
2022.04.25,0,疯校吧，反正我是真疯了
2022.04.24,0,1305
2022.04.24,0,假面骑士是武汉的！  文华学院
2022.04.24,0,那个降落的也不是该校大学生啊[无语]
2022.04.24,0,有谁是看假面骑士进的？[妙啊][妙啊][妙啊][妙啊]
2022.04.24,0,[热词系列_知识增加][热词系列_知识增加]
2022.04.24,0,无面人[妙啊]
2022.04.24,0,真令人羡慕的校园生活
2022.04.24,0,哈
2022.04.24,0,好熟悉的bgm但就是想不起来是啥😳
2022.04.23,0,青春的味道啊
2022.04.23,0,好想回到大学，呜呜呜呜
2022.04.23,0,笑死我连高中都考不上[辣眼睛]
2022.04.23,0,想想我在二十年前是不是也这么沙雕
2022.04.23,0,😯
2022.04.23,0,求BGM
2022.04.23,0,风暴赤红精神
2022.04.23,0,年轻真好，上学的时光真好
2022.04.23,0,都是社牛[吃瓜]
2022.04.23,0,二刷艹
2022.04.23,0,若干年后，兴许你还会在不经意间想起大学 嘴角微微上扬。
2022.04.23,0,@Plan今天很高兴
2022.04.23,0,•᷄ࡇ•᷅
2022.04.22,0,假面骑士是我们学校哎
2022.04.22,0,[嘉然2.0_RUN了]
2022.04.22,0,@Luciferdarkness
2022.04.22,0,@财经观察猿
2022.04.22,0,永远不会出现在我自己学校的场景[笑哭]
2022.04.22,0,emmm我们操场一堆人打麻将k歌跳广场舞的，直到几天前通知不让打麻将了，现在操场逐渐冷清[笑哭]
2022.04.22,0,毕业三年的我狠狠地羡慕了
2022.04.22,0,@小鲤鱼向太阳 @雪華綺晶-
2022.04.22,0,突然发现这歌的歌词挺不错的
2022.04.22,0,現在的大學生玩的都哪麼嗨嗎.....
2022.04.22,0,一窝沙雕
2022.04.22,0,其实他们都很向往外面的世界[滑稽]
2022.04.21,0,虽然疫情封锁了我们，但是封锁不住我们心中的青春之火
2022.04.21,0,我室友都挺好的，就是我跟他们合不来，也没什么动力去迎合他们。
2022.04.21,0,警惕！这一点也不好笑[难过]，当然可能是这个学校的领导眼界挺长远的
2022.04.21,0,封校太无聊了，天天跑步跳绳
2022.04.21,0,大学生活真好啊，工作后再也没有这样的青春气息了，我们开始为努力而奋斗为了以后的生活加油，能看到青春真的太棒了好吧[脸红]
2022.04.21,0,男人的智商是恆定的，一個人時是100，一群人時總數還是100
2022.04.21,0,我看成小学生封校，我在想小学生怎么住宿了这么强，就点进来了[笑哭]
2022.04.21,0,什么啊，我今年还没返校呢[doge]
2022.04.21,0,我读的可能是假大学[笑哭]
2022.04.20,0,我的未来室友我做主 哈哈哈[doge][打call][打call]
2022.04.20,0,我室友不陪我整活怎么办？[虎年]
2022.04.20,0,我的未来室友我做主[doge][doge][doge][狗子]
2022.04.20,0,就不能好好学习吗？
2022.04.20,0,好家伙，个个都是人才[滑稽][滑稽][滑稽][喜极而泣][喜极而泣][喜极而泣]
2022.04.20,0,封校封久了，什么事情都能干得出来
2022.04.20,0,@颜小迪555
2022.04.20,0,@沐晨966
2022.04.20,0,[doge][doge][doge]
2022.04.19,0,大学挺好的，嗯
2022.04.19,0,我总结一下，别人的学校[doge]
2022.04.19,0,"不怕沙雕多，就怕沙雕聚一窝！
不怕沙雕关一窝，就怕沙雕疫情多！"
2022.04.19,0,空我少打一拳哪个弹幕笑死我了
2022.04.19,0,年轻真好
2022.04.19,0,可能这对于小学生来说有点过于幼稚了，但对于我们大学生来说刚刚好
2022.04.19,0,疫情让我们回归自然和本真
2022.04.19,0,52秒原视频是什么
2022.04.19,0,如果我们也可以这样玩就好了
2022.04.19,0,为什么我读大学的时候没有这样？
2022.04.19,0,@菜鸟牧笛
2022.04.19,0,真好啊，这才是大学嘛[大哭]
2022.04.18,0,瞧这孩子，都快疯了
2022.04.18,0,唉，毕业了，看着感慨万千啊
2022.04.18,0,省流：没有卡面来打[doge]
2022.04.18,0,怎么这么多刷数字的
2022.04.18,0,为啥男生宿舍和女生宿舍画风差这么多，我说的是卫生[doge]
2022.04.18,0,其实大学里本没有这么快乐，快乐的人多了，便成了快乐的大学[doge]
2022.04.18,0,bgm好耳熟[微笑]
2022.04.18,0,太欢乐了！每天都是看着别人的欢喜快乐起来？
2022.04.18,0,啊，想起了大学时的舞会
2022.04.18,0,就按照这个视频，我必须白嫖
2022.04.18,0,没上过大学的我
2022.04.18,0,20年我们在寝室打麻将，22年我在隧道测量吃灰
2022.04.18,0,不妨大胆点去生活，其实你没那么多观众
2022.04.18,0,这是什么歌
2022.04.18,0,"学校：我封了
学生：我疯了[doge][嗑瓜子]"
2022.04.18,0,可怜我们现在都还不能返校[大哭]
2022.04.18,0,想知道一身假面骑士大概多少钱，好想攒钱整一套呜呜呜[大哭]
2022.04.18,0,Hhh人在吉林，开学没多久就困在寝室楼里了[无语]
2022.04.17,0,大学上了三年，疫情占了两年半[热词系列_我哭了]
2022.04.17,0,看到自己学校了，当时部门有事，可惜了
2022.04.17,0,这辈子都体验不了大学生的快乐
2022.04.17,0,要是我当时也这样放得开的话…
2022.04.17,0,可惜我什么都没做过，真是羡慕啊，真想重来
2022.04.17,0,这些对于小孩子来说太幼稚了，但是对于大学生来说刚刚好[吃瓜][吃瓜]
2022.04.17,0,[热词系列_你币有了]
2022.04.17,0,当代大学生，潜力无限
2022.04.17,0,看这标题还以为是瓦格纳[脱单doge]
2022.04.17,0,@遊游油 @营养快线是酸的 来看大学生发疯
2022.04.17,0,简介好心酸[热词系列_泪目]
2022.04.17,0,我们又小又穷羡慕死了[大哭]
2022.04.17,0,不好意思，没币了，先赞可行？
2022.04.17,0,为什么，为什么，苏州大学还没有开学[大哭][大哭][大哭]
2022.04.17,0,为什么别人的大学都那么好，再看看我上的这个，怕不是个假的吧[辣眼睛]
2022.04.17,0,nb
2022.04.17,0,我的室友我做猪
2022.04.17,0,卡面来打
2022.04.17,0,真好啊[大哭] 我们就搞过一次乐队表演 就被喊停了，不过操场上还有跳广场舞的和摆摊的[小电视_笑]
2022.04.17,0,视频里篮球场怎么没什么人啊
2022.04.17,0,O(∩_∩)O哈哈~
2022.04.17,0,羡慕了[辣眼睛]高三学弟表示不论封不封校都在内卷[灵魂出窍]已经快被数学埋没了
2022.04.17,0,带饭的那个在宿舍里的地位高低是个爹中爹
2022.04.17,0,这个版本是谁唱的啊
2022.04.17,0,第一个是啥
2022.04.17,0,我才高二，现在在家上网课，我快哭了讲真的
2022.04.17,0,@发发发搭错车
2022.04.17,0,@我是暖床小萝莉
2022.04.17,0,这才是校园该有的样子
2022.04.17,0,现在就靠b站缓解下焦虑，渣浪那属实血压
2022.04.17,0,在校肌肉练得多好，毕业后就有多肥[妙啊]
2022.04.17,0,@el小枳- 哈哈哈哈哈哈哈哈
2022.04.17,0,可恶，我们这断电=-=
2022.04.17,0,"我要给大家送福利
这是穿着比基尼在沙滩上拍的，那时候大腿很白
【图片】
【图片】
【图片】
【图片】
这是泡澡拍的，大腿露在外边
【图片】
【图片】
这几张是在泳池边，被朋友泼了一身水，全身都湿透了。。
【图片】
【图片】
【图片】
【图片】
这是参加内衣选美时候，获奖的
【图片】
【图片】
【图片】
【图片】"
2022.04.17,0,帝骑神主形态是吧
2022.04.16,0,好有活力呀[鼓掌][鼓掌][鼓掌]
2022.04.16,0,原来这就是大学啊？
2022.04.16,0,同样的年纪，别人是大学生活，而我是牲活，自己当初的选择爬着也得走下去[tv_困]
2022.04.16,0,突然想学校了【初中毕业辍学】[藏狐]
2022.04.16,0,我立志要考大学，我也要嗨
2022.04.16,0,年轻真好
2022.04.16,0,疫情三年了，我也快奔三了[笑哭]
2022.04.16,0,@大猛子ym
2022.04.16,0,bgm一出来我就没忍住投币了，真好啊，好合适
2022.04.16,0,看到这个的想必感同身受[doge]
2022.04.16,0,我们学校没有这种好事[酸了]
2022.04.16,0,@唐诗大林
2022.04.16,0,好青春哈哈
2022.04.16,0,乐观积极向上
2022.04.16,0,年轻真好
2022.04.16,0,这宿舍不来个从早打到晚的三国杀我不是很认可[doge]
2022.04.16,0,突然有点羡慕他们了[跪了]
2022.04.16,0,BGM好评
2022.04.16,0,开头是武汉城市学院的
2022.04.16,0,真是丰富多彩，可惜咱们这里没
2022.04.16,0,好羡慕有一群有活力的舍友，我们宿舍或者说我们班没事在宿舍一卧，不是王者就是追剧。我想遛弯都是自己出去溜达[藏狐]
2022.04.16,0,能封校的都是没有的……[藏狐]
2022.04.16,0,好羡慕啊
2022.04.16,0,这这这  在视频里看到了我朋友[doge]
2022.04.16,0,哈哈哈哈哈哈哈哈太搞笑了
2022.04.16,0,诶，别人家的大学
2022.04.16,0,唉，没上大学
2022.04.16,0,我也不想点赞啊 可这个视频有假面骑士奥特曼和爱情公寓呢[委屈]
2022.04.16,0,浙师大降落伞
2022.04.16,0,建议改为不emo合集
2022.04.16,0,我的未来 室友为我做主[吃瓜]
2022.04.16,0,我们学校的广场舞？？？[热词系列_知识增加]
2022.04.16,0,BV1P5411S79j
2022.04.16,0,羡慕，我们学校都是些什么吊人
2022.04.16,0,好怀念大学生活啊，如今已经离开母校快10年了。。一切都回不去了
2022.04.16,0,电王、甲斗、龙牙、kiva。
2022.04.16,0,真好
2022.04.16,0,我一般都不会笑的，因为我是专业的，除非我忍不住，hhhhhhhhhhhhh
2022.04.16,0,现在在学校操场蹦迪已经是基操了么[doge]
2022.04.16,0,大四生再看，一股热泪就下来了
2022.04.16,0,总是听成“我的未来室友我做主”
2022.04.16,0,自从上了大学，就一直处于封校状态，最近还来了一个为期12天的军训，战时急救，军体拳……[笑哭]
2022.04.16,0,未经本人允许就转发，有意思吗
2022.04.16,0,已举报不谢
2022.04.16,0,带饭那个是我们学校，太正常啦，每周末都要养活一群室友哈哈哈
2022.04.16,0,真的好欢乐啊[笑哭][笑哭][笑哭]
2022.04.16,0,视频挺好就是可不可以换个bgm，我不信这曲子有人听过一百遍以下
2022.04.16,0,啥样的室友允许你做主[吃瓜]
2022.04.15,0,封面呜呜呜呜哇我也想要，好帅啊啊啊
2022.04.15,0,@烫星河 笑吐了
2022.04.15,0,社畜好怀念大学生活
2022.04.15,0,@Cycleeeee
2022.04.15,0,青春真好
2022.04.15,0,身材对得起皮套[doge]
2022.04.15,0,操，我也想这样子
2022.04.15,0,别人的学校…我们学校跳广场舞被上面批评了，再后来就禁娱乐活动（食堂打麻将都不给了
2022.04.15,0,呵，结果我们学校说不让聚集
2022.04.15,0,不跟龙骑组队，你去开团啊[笑哭]
2022.04.15,0,我该怎么说，只能往死里嫉妒喽
2022.04.15,0,笑死，人家在晒封校日常，我们还没有回校
2022.04.15,0,卑微up手动揽粉丝，进我主页看看呗
2022.04.15,0,别人家的大学
2022.04.15,0,年轻真好啊
2022.04.15,0,广场舞。。。。。。好像是我们学校[笑哭][笑哭][笑哭]
2022.04.15,0,我们学校有舞狮，真正意义上的舞狮，都不知道他们哪里来的皮套，因为疫情，近3年没有看到过的舞狮，竟然在学校里看到了[脱单doge]
2022.04.15,0,年轻真好
2022.04.15,0,封面好短[tv_调侃]
2022.04.15,1,真把自己当回事
2022.04.15,0,后面还有个没带头的空我[doge]
2022.04.15,0,可怜
2022.04.15,0,我没有封校，但是我在家放了快四个月的寒假了[酸了]
2022.04.15,0,还有53天
2022.04.15,0,大学是人生中最快乐最自由的时光
2022.04.15,0,笑死，我们学校根本没空间这么活动[嗑瓜子]
2022.04.15,0,封家大学生不够敢出声
2022.04.15,0,看到了一个野生的甲斗[doge]
2022.04.15,0,😯
2022.04.15,0,球球诸位别刷你的年龄了拜托
2022.04.15,0,第一段儿哈哈哈哈
2022.04.15,0,很好，大家都疯了
2022.04.15,0,真不错
2022.04.15,0,我大三了，呜呜呜[大哭]，要找实习或考研啦
2022.04.15,0,要是封校有这么欢乐，我就不抑郁了
2022.04.15,0,"【青春就几年，疫情占了三年】
【难道这就不算青春嘛？】
我反而觉得这样才算校园生活，我大学的时候没有这种机会大家一起联络"
2022.04.15,0,说真的，羡慕了[藏狐]
2022.04.15,0,欢乐，是多么痛苦啊
2022.04.14,0,卡面来打在哪里
2022.04.14,0,我们学院还行，原神角色天天见[doge]我也是其中之一[辣眼睛]
2022.04.14,0,《我的未来室友我做主》
2022.04.14,0,@54shuaiaa
2022.04.14,0,bgm劝退
2022.04.14,0,我朋友他们看书、开辩论赛、下围棋、下象棋、下国际象棋、打扑克、跳舞、健身能整得都整了[笑哭]
2022.04.14,0,真羡慕阳角啊，半阴半阳的完全学不来[吃瓜]
2022.04.14,0,跳伞那个是浙师大的！！
2022.04.14,0,我们tm大怨种在家好没意思 连室友都没有[大哭]
2022.04.14,0,只怕是闷出蛇精病了。
2022.04.14,0,就这几秒的假面骑士？？[藏狐]
2022.04.14,0,哎，假面骑士我也是服了，还有奥特曼
2022.04.14,0,好活，当赏
2022.04.14,0,好活，当赏
2022.04.14,0,？这个降落伞是咱学校那个吧，当时刚回到寝室然后在朋友圈看到的[热词系列_知识增加]
2022.04.14,0,喝茶？你们大功率呢？交一下，没收了[狗子]我大学就是查房的
2022.04.14,0,@5t5暗恋我 1分20 学校...
2022.04.14,0,我甚至羡慕你们可以在学校跟室友一起玩！！！我们学校直接放假上网课我甚至答辩都要改线上了[大哭][大哭]
2022.04.14,0,你们大学都这么大的吗？。。哎
2022.04.14,0,不比抖音外放强多了？[阴险]
2022.04.14,0,好有意思，羡慕，我们学校把操场封上盖了N多不知道什么作用的小帐篷，也不让聚集
2022.04.14,0,我们学校近期已经开展放风筝业务了[笑哭]
2022.04.14,0,srds口罩呢[笑哭]
2022.04.14,0,假面骑士呢？标题党
2022.04.14,0,这首歌叫什么
2022.04.14,0,真的心疼今年19届学弟学妹，大学三年最好的时光全在上网课
2022.04.14,0,假面骑士呢？
2022.04.14,0,羡慕了
2022.04.14,0,我读书少，好羡慕这些学生时代[捂眼]
2022.04.14,0,@呃12138 恭喜入选[打call]
2022.04.14,0,《祖 国 花 朵》
2022.04.14,0,30出头了 看了还是想加入
2022.04.14,0,假面骑士帅啊！（没看过，没认错吧，能看到特摄不容易啊[笑哭]）
2022.04.14,0,想一想，我原来约等于没上过学[喜极而泣]
2022.04.14,0,好欢乐啊
2022.04.14,0,就是说男寝在模仿女团 甄嬛 还有琼瑶剧 女寝 我是老大哥[笑哭]
2022.04.14,0,过来笑快过来@取名对我真的很难
2022.04.14,0,我们学校操场晚上各种打麻将，打牌，K歌，广场舞 ，蹦迪，小情侣磨豆腐，广场舞大军，我一边锻炼一边看广场舞，只能说，不同人跳感觉真的不一样，然后我在寝室种花种瓜了
2022.04.14,0,@W-阿蕊
2022.04.14,0,@e樱花樱花想见你吖
2022.04.14,0,@w-阿蕊
2022.04.14,0,看来大家都是快憋疯了！然后彻底解放自己
2022.04.14,0,我的未来室友我做主就好了
2022.04.14,0,想多看点这种视频，乐观 看得整个人舒服[OK]
2022.04.14,0,还没开学的大学生此时在傻乎乎的看着视频笑
2022.04.14,0,可以苦中作乐 但是别赞美苦 尤其我这低风险的封了两个学期 还要补课🙏
2022.04.14,0,都封了可不能真疯了吧
2022.04.14,0,第一个常德话吧!
2022.04.14,0,有谁是被假面骑士吸引过来笑死的。反正我是
2022.04.14,0,这个对小学生来说太幼稚了，对大学生来说刚刚好
2022.04.14,0,那个老鹰捉小鸡，是我们学校的[笑哭][笑哭]
2022.04.14,0,众所周知，一个男生的智商要比一群高
2022.04.14,0,有被温暖到[tv_点赞]
2022.04.14,0,有被温暖到[tv_点赞]
2022.04.14,0,这学校落地怎么全是人没有枪啊[doge][doge]
2022.04.14,0,阿米驴你过来看看[tv_doge]
2022.04.14,0,牛批
2022.04.14,0,封校对于我这种废宅没啥影响甚至宅着宅着都忘了封校的事[笑哭]
2022.04.14,0,什么歌
2022.04.14,0,看假面骑士进来的[妙啊]
2022.04.14,0,爱情校园公寓
2022.04.14,0,呵，我到现在还没开学[嫌弃]，在家呆的都快要有心理疾病了。
2022.04.14,0,怎么说呢，很羡慕，也想有这样的一段生活经历可惜没有机会在国内上大学。[音律联觉_哭哭]
2022.04.14,0,[热词系列_知识增加]
2022.04.14,0,好青春好快乐好神经的校园生活！
2022.04.14,0,卧槽，刷到盐师
2022.04.14,0,讲真就是现在全国都在封校，再不整点活真的要无聊透了
2022.04.14,0,奔假面骑士来的
2022.04.14,0,马上Lv5了，大哥们祝我一臂之力。
2022.04.14,0,来吉林一个月的就被封了，我这个人还比看美食视频，还喜欢做饭，但是获得了一件比机箱大一倍的冰箱，冻层不制冻，冷藏不制冷，每天看美食视频我就有了想吃人的心，可惜了室友不在，每天自己在家一个人画画（上班）啊，我想出门上班，我好想吃自助
2022.04.14,0,要是我，才不会玩那么幼稚的游戏呢，下午篮球场外面的空地有人一起丢沙包吗[干物妹！小埋_玩游戏]
2022.04.14,0,读书真是一件美事儿，真不应该辍学
2022.04.14,0,之前我们学校一堆人在操场上跳广场舞，第二天班主任发通知说不让聚集，并且不能在各个平台传播相关视频[辣眼睛]，不过和我没关系就是了
2022.04.14,0,学习通1r一门包考试
2022.04.14,0,假面骑士那个无敌了
2022.04.14,0,我寝室四人寝两个躺尸👻 一个网瘾少年[捂脸]
2022.04.14,0,能遇到一群志同道合的宿友太难了
2022.04.14,0,不懂就问，封校不上课吗
2022.04.13,0,20届的表示现在还在家上网课[呆]
2022.04.13,0,谨防友情变♂质
2022.04.13,0,封校期间，应该是出现不了这种机集会吧[思考]
2022.04.13,0,别被骗了，我在的青岛大学被封的跟蹲监狱一样，而且食堂还能吃坏肚子
2022.04.13,0,为啥我们封校男寝全变成男同了♂。
2022.04.13,0,那个假面骑士哪个学校的？
2022.04.13,0,@想不出正常人的昵称了 看到封面特别想艾特了
2022.04.13,0,唉，别人的青春
2022.04.13,0,省流：没有假面骑士，但是有奥特曼
2022.04.13,0,为什么没有搓麻将的？我跟室友天天搓麻将，各地方的玩法混着玩[OK]
2022.04.13,0,羡慕
2022.04.13,0,[萌宠狗狗_看戏]
2022.04.13,0,校园爸临
2022.04.13,0,[喜极而泣]想起那群大晚上在厕所烧烤的同学了
2022.04.13,0,最近上海疫情，变成全国疫情，对于我们卖鞋的来说，真是难啊，货发不出去[大哭][大哭][大哭]希望大家都能好好的生活着，有时候平静的生活也是一种幸福
2022.04.13,0,@赤化三体人
2022.04.13,0,再怎么样，大家曾经也都是那个天真无邪的孩子[doge]
2022.04.13,0,@小熊泡饭yoyo 里面也有帅哥
2022.04.13,0,青春16年，疫情才几年[doge][doge][doge]
2022.04.13,0,【狗头】
2022.04.13,0,有没有人整个集体跳恋舞的啊感觉还挺带感的哈哈哈哈哈哈哈
2022.04.13,0,zio-dcd装甲
2022.04.13,0,封校证明，我并不是不喜欢看广场舞，只是跳的人不对[藏狐][藏狐]
2022.04.13,0,封面龙牙，电王，月骑，甲斗，空我。[歪嘴]
2022.04.13,0,哈哈哈哈哈绝了，绝绝子
2022.04.13,0,三连了
2022.04.13,0,这很明显能接快递，有的却接不了快递
2022.04.13,0,多么美好的校园生活
2022.04.13,0,两年后我也会这么样吗[热词系列_知识增加]
2022.04.13,0,其实吧，封校也不是一件坏事，有句话怎么说的，“我的青春才几年，光疫情就占了三年”。疫情刚开始很多人刚进入大学，这眼看着该毕业了，多年后想起来，有那么一群兄弟度过了一段搞笑的二逼岁月，多有意思
2022.04.13,0,"热搜挂了好几天了吧，我真的不想点进来看，因为看到封面就会大致猜到视频内容，但是今天还是忍不住点了进来，果不其然，还是蚌埠住了，虽然没哭，但真的好触动，不为别的，只因为……我毕业了，我工作了，我不在学校了，当视频播放完毕的瞬间，又会觉得自己好孤独。

“没有人永远18岁，但永远有人18岁”，我才24岁，可是却已经开始有所怀念青春过往了啊。"
2022.04.13,0,开幕雷击
2022.04.13,0,哪来衣服？
2022.04.13,0,这是原唱还是音乐系自己制作的？
2022.04.13,0,真好啊，热闹好啊
2022.04.13,0,封校好几个月了，每次下晚自习，在漆黑的夜里总有点点灯火，还有在灯火中的若隐若现的网兜[doge]
2022.04.13,0,。。。都是抖音上的短视频
2022.04.13,0,为啥看着看着眼睛湿了
2022.04.13,0,"我们学校有人在池塘钓鱼，还叼个烟翘个二郎腿,被学部主任拍下来了，主要我还在他旁边一起被拍了，完犊子[灵魂出窍]"
2022.04.13,0,真的很羡慕啊，但我一想起我那小心眼的室友，真的是很羡慕了[酸了]
2022.04.13,0,青春不该被疫情束缚！
2022.04.13,0,[doge]
2022.04.13,0,真就憋疯了
2022.04.13,0,@呃12138 看到你们了[doge]
2022.04.13,0,"太羡慕了[酸了]我们这儿都是天天手机+电脑+摆烂[笑]
学校也小[保卫萝卜_白眼]没这么多社牛、会整活的人[保卫萝卜_哭哭]"
2022.04.13,0,研究生只能沉迷科研
2022.04.13,0,学校封了，学生们也疯了[笑哭][笑哭]
2022.04.13,0,两年前的疫情，一边上网课一边睡懒觉，真的好舒服好舒服啊，两年后的疫情，我终于大学毕业了，工作干了好几份，都是不能长久的工作。
2022.04.13,0,好开心啊
2022.04.13,0,对于小学生来说未免太过幼稚，对于大学生来说刚刚好[doge]
2022.04.13,0,我的注意力都在歌曲上[大哭]好怀念啊，以前看爱情公寓的那种感觉
